QUESTION,ANSWER
비상시에 테일게이트 잠금 해제 장치를 이용하여 테일게이트를 여는 방법은 무엇인가요?,"비상시에 테일게이트 잠금 해제 장치를 이용하여 테일게이트를 여는 방법은 열쇠와 같이 길고 납작한 물체를 이용하여 잠금 해제 레버를 화살표 방향으로 밀어 테일게이트를 잠금 해제한 후, 테일게이트를 밀어 여는 것입니다."
디젤 차량에 주유할 때 주의해야 할 점은 무엇인가요?,"디젤 차량에 주유할 때 주의해야 할 점은 반드시 정품 경유를 사용하고, 지정된 연료 외 다른 연료(등유, 알코올, 항공유 등)와 혼합하여 사용하지 않으며, 연료 주입구 캡을 열 때는 연료에 압력이 가해져 있을 수 있으므로 항상 조심스럽게 천천히 분리하는 것입니다."
주유소 부근에서 휴대 전화를 사용하면 안 되는 이유는 무엇인가요?,주유소 부근에서 휴대 전화를 사용하면 안 되는 이유는 휴대 전화의 전류나 전자파로 인해 기화된 연료에 불이 붙을 수도 있기 때문입니다.
주차 중 이벤트 알림 서비스가 작동하기 위한 조건은 무엇인가요?,"주차 중 이벤트 알림 서비스가 작동하기 위해서는 차량을 잠근 후 도난 경보 장치가 작동 중인 상태에서 주차 중 이벤트 영상이 저장되어야 하며, 주차 충격감지 민감도가 보통(3단계), 둔감(2단계), 매우 둔감(1단계)일 때만 작동합니다."
스마트폰에 '현대 빌트인 캠' 어플리케이션을 설치하려면 어떤 절차를 따라야 하나요?,"'현대 빌트인 캠' 어플리케이션을 설치하려면 사용하는 스마트폰에 따라 Google Play나 App Store에서 어플리케이션을 설치해야 합니다. 설치 후, 빌트인 캠 어플리케이션 설정 → 도움말을 참고하여 사용법을 숙지하십시오."
USB 메모리에 영상을 다운로드하는 중에 주의해야 할 점은 무엇인가요?,USB 메모리에 영상을 다운로드하는 중에 연결을 해제하면 USB 메모리의 파일이 손상될 수 있으므로 주의해야 합니다.
미등 위치에서 차량 시동을 끄고 운전석 도어를 열면 어떤 일이 발생하나요?,미등 위치에서 차량 시동을 끄고 운전석 도어를 열면 자동으로 미등이 꺼져 배터리가 방전되는 것을 방지할 수 있습니다.
"차량의 전자 제어 장치 안정화 기능에 의해 램프가 순간 깜빡인 후 다시 켜질 경우, 차량에 이상이 있는지 설명하시오.","차량의 전자 제어 장치 안정화 기능에 의해 램프가 순간 깜빡인 후 다시 켜질 경우, 차량에 이상이 있는 것이 아닙니다."
스마트 키의 도어 잠금 해제 버튼을 눌렀을 때 웰컴 라이트가 켜지는 시간은 A타입과 B타입에서 각각 얼마인가요?,"A타입에서는 약 15초 동안 미등/전조등이 켜지고, B타입에서는 약 3초 동안 미등/전조등 애니메이션 작동 후 12초 동안 켜집니다."
하이빔 보조 기능이 정상적으로 작동하지 않을 수 있는 조건은 무엇인가요?,"하이빔 보조 기능이 정상적으로 작동하지 않을 수 있는 조건은 마주 오는 차량 또는 앞 차량의 램프가 파손되었거나 감지 영역을 벗어나 있는 경우, 램프가 먼지, 눈 등으로 덮여 있거나 물이 묻었을 경우, 전조등을 임의로 수리 또는 교체한 경우, 전조등 에이밍이 올바르지 않을 경우, 좁은 커브길, 곡선로, 험로, 오르막길 또는 내리막길을 주행할 경우 등입니다."
맵 램프가 켜지면 룸 램프는 어떻게 작동하나요?,맵 램프가 켜지면 룸 램프도 동시에 켜집니다. 이 경우 룸 램프를 따로 끌 수 없으며 맵 램프가 꺼지면 같이 꺼집니다.
와이퍼 스위치가 AUTO 위치에 있을 때 와이퍼가 자동으로 작동할 수 있는 경우는 무엇인가요?,"와이퍼 스위치가 AUTO 위치에 있을 때 와이퍼가 자동으로 작동할 수 있는 경우는 동승석쪽 앞 상단 외부 유리창(센서 부분)에 손이 닿거나, 유리창을 젖은 수건 등으로 닦을 경우, 앞유리에 진동을 가한 경우, 센서에 진동을 가한 경우입니다."
앞좌석에서 뒷좌석의 공조 기능을 조작할 수 없게 하려면 어떻게 해야 하나요?,인포테인먼트 시스템의 설정 → 차량 → 공조 → 공조 편의 → 후석 공조 잠금을 설정하면 뒷좌석에서 공조 기능을 조작할 수 없습니다.
송풍구 열림/닫힘 레버를 닫힘 위치로 하면 어떤 변화가 생기나요?,송풍구 열림/닫힘 레버를 닫힘 위치로 하면 바람이 나오지 않습니다.
공조 장치용 에어필터를 교체해야 하는 주기는 얼마인가요?,"공조 장치용 에어필터는 매 15,000 km 주행할 때마다 교체해야 합니다."
뒷좌석에서 온도 조절이 앞좌석과 연동하여 작동하는 경우는 언제인가요?,뒷좌석 온도 조절은 사용 조건에 따라 앞좌석과 연동하여 작동합니다.
겨울철 난방 시 바람 방향 선택에 대한 권장 설정은 무엇인가요?,겨울철 난방 시 바람 방향 선택에 대한 권장 설정은 주로 발끝 쪽으로 바람이 나오게 하는 것입니다. 앞 유리창 습기 발생 예방 차원에서 얼굴 쪽과 발끝 쪽으로도 약간의 바람이 나옵니다.
외기 유입 버튼을 눌렀을 때의 효과는 무엇인가요?,외기 유입 버튼을 누르면 바깥 공기가 들어와 차 안을 환기시킬 수 있습니다.
에어컨 자동 건조 기능이 작동하지 않는 경우는 언제인가요?,에어컨 자동 건조 기능이 작동하지 않는 경우는 배터리 잔량이 충분하지 않거나 차량 시동이 걸려있을 때입니다.
이 차량에 적용된 신냉매의 종류와 그 장점은 무엇인가요?,"이 차량에 적용된 신냉매의 종류는 R-1234yf이며, 그 장점은 기존의 구냉매 R-134a와 대비하여 지구온난화 현상을 크게 줄일 수 있다는 것입니다."
실내측 유리 습기를 제거하기 위해 풍량 조절 노브와 온도 조절 노브를 어떻게 설정해야 하나요?,"실내측 유리 습기를 제거하기 위해 풍량 조절 노브를 돌려 강한 바람이 나오도록 설정하고, 온도 조절 노브를 돌려 최대 온도로 설정해야 합니다."
뒷 유리창 서리 제거 기능이 작동하는 조건은 무엇인가요?,"뒷 유리창 서리 제거 기능은 시동이 걸린 상태에서 뒷 유리창 서리 제거 버튼을 누르면 작동하며, 버튼 내 표시등이 켜집니다. 또한, 에어컨을 일정 시간 작동 후 시동을 끄면 배터리 잔량이 충분하거나 외기온이 일정 이상인 경우에도 작동합니다."
터널 구간을 통과할 때 공조 장치는 어떻게 작동하나요?,터널 구간을 통과할 때 차량의 터널 진입 약 7초 전에 실내 순환 모드로 전환합니다.
차가 움직이는 동안 컵 홀더에 액체가 담긴 컵을 두면 안 되는 이유는 무엇인가요?,차가 움직이는 동안 컵 홀더에 액체가 담긴 컵을 두면 뜨거운 액체가 갑자기 쏟아져 화상의 위험이 있을 뿐만 아니라 운전자가 당황하여 사고가 날 수 있기 때문입니다.
차량 내 USB 충전 단자를 사용할 때 주의해야 할 점은 무엇인가요?,"차량 내 USB 충전 단자는 충전 전용이며, 이 단자를 통해서는 인포테인먼트 시스템에서 미디어를 재생할 수 없습니다."
무선 충전 패드에 휴대 전화를 올려놓을 때 주의해야 할 점은 무엇인가요?,"무선 충전 패드에 휴대 전화를 올려놓을 때 주의해야 할 점은 휴대 전화를 패드 중앙에 두어야 하며, 가장자리에 두면 충전이 되지 않거나 열이 많이 발생할 수 있습니다. 또한, 휴대 전화의 액세서리 커버가 두꺼우면 정상적으로 충전되지 않을 수 있습니다."
인포테인먼트 시스템을 이용하여 시간을 설정할 때 주의해야 할 점은 무엇인가요?,"인포테인먼트 시스템을 이용하여 시간을 설정할 때는 운전 중에 조작하지 말아야 하며, 주의력이 떨어져 사고가 날 수 있기 때문입니다."
폴 안테나를 장착하는 방법은 무엇인가요?,"폴 안테나를 장착하는 방법은 먼저 '-' 드라이버를 사용하여 보호 캡을 빼고, 폴 안테나를 시계 방향으로 끝까지 돌려 장착하는 것입니다."
"외부 오디오/비디오 기기를 다용도소켓에 연결할 때 발생할 수 있는 문제는 무엇이며, 이를 해결하는 방법은 무엇인가요?","외부 오디오/비디오 기기를 다용도소켓에 연결할 때 소음이 발생할 수 있으며, 이 경우 외부 기기 자체 전원을 사용하여 문제를 해결할 수 있습니다."
주행 중 시동 스위치를 'LOCK' 또는 'ACC' 위치로 돌리면 어떤 위험이 발생할 수 있나요?,"주행 중 시동 스위치를 'LOCK' 또는 'ACC' 위치로 돌리면 브레이크의 성능이 저하될 수 있으며, 파워 스티어링 장치가 작동하지 않아 스티어링 휠 조작이 어려워져 사고가 발생할 수 있습니다."
자동 변속기 차량에서 엔진 시동을 걸기 전에 해야 할 네 가지 단계는 무엇인가요?,"자동 변속기 차량에서 엔진 시동을 걸기 전에 해야 할 네 가지 단계는 안전벨트를 착용하고, 주차 브레이크를 작동시키고, 모든 전기 장치를 끄고, 가속 페달과 브레이크 페달의 위치와 작동 유격을 오른발로 확인하는 것입니다."
고속 공회전 시 배기장치에 어떤 영향을 미칠 수 있나요?,10분 이상 고속 공회전 시 배기장치에 손상을 줄 수 있습니다.
엔진이 차가운 상태나 뜨거운 상태에서 시동을 걸 때 가속 페달을 밟아야 하나요?,엔진이 차가운 상태이거나 뜨거운 상태라도 가속 페달을 밟지 않은 상태에서 시동을 걸어야 합니다.
엔진 시동 전 확인해야 할 사항은 무엇인가요?,"엔진 시동 전 확인해야 할 사항은 스마트 키를 휴대하고 운전석에 앉아 안전벨트를 착용했는지, 주차 브레이크가 걸려있고 기어가 'P'(주차) 상태인지, 모든 전기 장치가 꺼져있는지, 가속 페달과 브레이크 페달의 위치와 작동 유격에 이상이 없는지 확인하는 것입니다."
디젤 엔진 차량에서 시동을 거는 절차는 무엇인가요?,"디젤 엔진 차량에서 시동을 거는 절차는 먼저 브레이크 페달을 밟은 상태에서 시동 버튼을 누르고, 예열 표시등이 꺼질 때까지 기다린 후, 브레이크 페달을 계속 밟고 있는 상태에서 엔진 회전이 적정 범위(1,000 RPM 이내)에 있는지 확인한 후에 변속 다이얼을 원하는 위치로 돌리는 것입니다."
자동 변속기 작동 시 변속 버튼을 누를 때 반드시 해야 할 것은 무엇인가요?,자동 변속기 작동 시 변속 버튼을 누를 때 반드시 브레이크 페달을 밟은 상태에서 조작해야 합니다.
외기 온도가 높은 여름철에 외부 주정차 시 주의해야 할 점은 무엇인가요?,외기 온도가 높은 여름철에 외부 주정차 시 실내 온도가 상승하여 변속 버튼 또는 실내 부품이 뜨거워질 수 있으므로 사용 시 주의해야 합니다.
차량을 주차할 때 'P'(주차)단으로 변속한 후 해야 할 추가 조치는 무엇인가요?,차량을 주차할 때 'P'(주차)단으로 변속한 후 주차 브레이크를 작동해야 합니다.
차량이 'N'(중립)단 유지 모드 상태에서 시동을 끈 후 3분 이내에 운전석 도어를 열면 어떤 일이 발생하나요?,차량이 'N'(중립)단 유지 모드 상태에서 시동을 끈 후 3분 이내에 운전석 도어를 열면 자동으로 'P'(주차)단으로 변속되고 전원이 완전히 꺼집니다.
자동세차기 이용 시 주의해야 할 점은 무엇인가요?,"자동세차기 이용 시 이용 가능 차종을 반드시 확인해야 하며, 무리해서 진입할 경우 차량 또는 자동세차기가 파손될 수 있습니다."
N단 유지 모드를 설정하려면 어떤 절차를 따라야 하나요?,"N단 유지 모드를 설정하려면 계기판 표시창에 'N단 유지 모드를 설정하려면 OK 버튼을 길게 누르십시오' 문구가 표시된 후, 스티어링 휠의 OK 버튼을 길게 눌러야 합니다."
"자동 변속기가 장착된 차량이 정차 중일 때, 차량이 움직이지 않도록 하기 위해 어떤 조치를 취해야 하나요?","자동 변속기가 장착된 차량이 정차 중일 때, 차량이 움직이지 않도록 하기 위해서는 반드시 브레이크 페달을 밟고 주차 브레이크를 체결해야 합니다."
미끄러지기 쉬운 도로에서 엔진 브레이크를 사용할 때 주의해야 할 점은 무엇인가요?,미끄러지기 쉬운 도로에서 급격하게 기어를 고단에서 저단으로 내려 엔진 브레이크를 걸지 마십시오. 타이어가 미끄러질 위험이 있습니다.
수동 변속 모드에서 고단으로 변속할 때 주의해야 할 점은 무엇인가요?,"수동 변속 모드에서 고단으로 변속할 경우, 도로 조건에 맞추어 엔진 회전수(RPM)가 회전계의 빨간색 범위에 들어가지 않도록 주의하여 변속해야 합니다."
변속 레버의 부츠를 분리할 때 주의해야 할 점은 무엇인가요?,변속 레버의 부츠를 분리할 때 커버가 손상되지 않도록 주의해야 합니다.
언덕길에서 정차할 때 주의해야 할 점은 무엇인가요?,언덕길에서 정차할 때는 가속 페달을 이용하여 차를 정지시키려 하지 말고 브레이크 페달을 밟아야 합니다.
변속 레버 잠금장치(Shift Lock) 기능이 작동하지 않을 때 어떻게 해야 하나요?,변속 레버 잠금장치(Shift Lock) 기능이 작동하지 않을 때는 즉시 가까운 당사 직영 하이테크센터나 블루핸즈에서 점검을 받아야 합니다.
수동 변속기 차량에서 클러치 페달을 사용할 때 주의해야 할 점은 무엇인가요?,"수동 변속기 차량에서 클러치 페달을 사용할 때 주의해야 할 점은 변속 레버를 조작할 때 반드시 클러치 페달을 완전히 밟은 후에 변속하고, 변속할 때를 제외하고는 주행 중에 클러치 페달 위에 발을 올려놓지 않으며, 불필요한 반 클러치 사용을 자제하는 것입니다."
주행 전 브레이크 페달 및 가속 페달의 위치를 확인해야 하는 이유는 무엇인가요?,주행 전 브레이크 페달 및 가속 페달의 위치를 확인해야 하는 이유는 브레이크 페달 대신 가속 페달을 밟으면 사고가 일어나 심각한 상처를 입거나 사망할 수 있기 때문입니다.
전자식 파킹 브레이크(EPB)를 자동으로 해제하기 위해 필요한 조건은 무엇인가요?,"전자식 파킹 브레이크(EPB)를 자동으로 해제하기 위해 필요한 조건은 시동이 걸린 상태, 운전석 안전벨트 착용 상태, 운전석 도어, 엔진 후드, 테일게이트가 닫힌 상태, 기어가 'R'(후진) 또는 'D'(주행) 상태입니다."
주행 중 브레이크 페달에 문제가 생겼을 때 비상 제동을 하는 방법은 무엇인가요?,"주행 중 브레이크 페달에 문제가 생길 경우 전자식 파킹 브레이크(EPB) 스위치를 당겨 비상 제동을 할 수 있습니다. 이 경우 스위치를 당기고 있는 동안만 제동되며, 스위치에서 손을 떼면 제동이 멈춥니다. 지속해서 당겨 차량이 정지되면 전자식 파킹 브레이크가 걸립니다."
자동 정차 기능이 작동하지 않는 상황은 어떤 경우인가요?,"자동 정차 기능은 기어가 'P'(주차)에 있을 경우, 기어가 'R'(후진)에 있을 경우, 전자식 파킹 브레이크(EPB)가 작동 중일 경우에는 작동하지 않습니다."
ABS가 장착된 차량을 운전할 때 급제동 시 주의해야 할 점은 무엇인가요?,"ABS가 장착된 차량을 운전할 때 급제동 시 주의해야 할 점은 차량이 완전히 멈출 때까지 브레이크 페달을 힘껏 밟고, 절대로 브레이크 페달에서 발을 떼거나 브레이크 페달을 반복해서 세게 밟지 않는 것입니다."
차체 자세 제어(ESC) 장치가 작동 중일 때 운전자가 느낄 수 있는 현상은 무엇인가요?,차체 자세 제어(ESC) 장치가 작동 중일 때는 구동력과 제동력의 영향으로 약간의 진동이 느껴질 수 있습니다.
샤시 통합 제어(VSM) 시스템이 작동하지 않는 경우는 언제인가요?,"샤시 통합 제어(VSM) 시스템이 작동하지 않는 경우는 후진 주행하는 경우, 차체 자세 제어(ESC) 장치 작동 정지 표시등이 켜진 경우, 전동 파워 스티어링 경고등이 켜진 경우입니다."
경사로 밀림 방지 기능(HAC)이 작동하지 않는 경우는 언제인가요?,경사로 밀림 방지 기능(HAC)이 작동하지 않는 경우는 기어가 'P'(주차) 또는 'N'(중립) 상태일 때와 차체 자세 제어(ESC) 장치에 이상이 있을 때입니다.
BAS 시스템이 작동하지 않을 수 있는 조건은 무엇인가요?,"BAS 시스템이 작동하지 않을 수 있는 조건은 운전자의 주행 습관, 차량 속도, 브레이크 페달을 밟는 정도, 그리고 노면의 상태에 따라 다릅니다."
비포장도로를 주행할 때 스티어링 휠을 어떻게 잡아야 하나요?,비포장도로를 주행할 때는 항상 스티어링 휠의 바깥쪽을 확실하게 잡아야 합니다. 스티어링 휠 안쪽을 잡을 경우 스티어링 휠이 갑자기 돌아가 손을 다칠 수 있습니다.
내리막길을 내려갈 때 엔진 브레이크를 사용하는 이유는 무엇인가요?,내리막길을 내려갈 때 엔진 브레이크를 사용하는 이유는 차량의 속도를 천천히 줄여 안전하게 내려가기 위해서입니다.
타이어에 체인을 장착할 때 주의해야 할 사항은 무엇인가요?,"타이어에 체인을 장착할 때는 반드시 앞 바퀴에 체인을 장착하고, 규정 제품(SAE 'S'급 또는 와이어 및 플라스틱 체인)을 사용해야 하며, 체인을 장착한 경우 차속 30 km/h 이하로 주행하고 주행거리를 최소화해야 합니다."
자동 변속기 차량에서 자동으로 엔진이 정지된 상태에서 기어를 'N'(중립)에서 'D'(주행)로 변속할 때 시동이 걸리지 않는 이유는 무엇인가요?,자동 변속기 차량에서 자동으로 엔진이 정지된 상태에서 기어를 'N'(중립)에서 'D'(주행)로 변속할 때 시동이 걸리지 않는 이유는 브레이크 페달을 밟지 않았기 때문입니다.
배터리 센서를 활성화하는 방법은 무엇인가요?,"배터리 센서를 활성화하는 방법은 먼저 시동을 끄고, 내비게이션, 블랙박스 등 추가 장착한 모든 전장품의 전원을 차량에서 연결해제한 후, 시동을 끄고 4시간 후 시동을 걸고 끄기를 3~4회 반복하는 것입니다."
SMART 모드에서 가속 페달을 부드럽게 조작할 경우 어떤 모드로 전환되나요?,"가속 페달을 부드럽게 조작할 경우, 마일드 주행으로 인식하여 일정 시간 경과 후에 자동적으로 SMART ECO 모드로 전환됩니다."
SMART 모드에서 운전자의 주행 성향에 따라 자동으로 전환되는 주행 모드는 무엇인가요?,"SMART 모드에서 운전자의 주행 성향에 따라 자동으로 전환되는 주행 모드는 ECO, NORMAL, SPORT 모드입니다."
SPORT 모드에서 연비가 저하될 수 있는 이유는 무엇인가요?,SPORT 모드에서는 가속 시 변속 업쉬프트 시점을 늦추기 때문에 연비가 저하될 수 있습니다.
험로를 주행할 때 차량 손상을 방지하기 위해 주의해야 할 점은 무엇인가요?,험로를 주행할 때는 돌이나 나무뿌리 등에 의해 차량이 손상될 수 있으니 주의해야 합니다.
겨울철 운전 시 항상 가지고 다녀야 할 비상 장비는 무엇인가요?,"겨울철 운전 시 항상 가지고 다녀야 할 비상 장비는 타이어체인, 창문 닦기, 유리창 성에 제거기, 모래나 소금 포대, 경고판, 야삽, 점프 케이블 등입니다."
내리막길에서 엔진 브레이크를 사용하는 이유는 무엇인가요?,내리막길에서 엔진 브레이크를 사용하면 방향 조작에 도움이 되기 때문입니다.
터보차저 엔진을 사용할 때 엔진 오일 교체 주기를 지키지 않으면 어떤 문제가 발생할 수 있나요?,터보차저 엔진을 사용할 때 엔진 오일 교체 주기를 지키지 않으면 터보차저의 축을 지지하는 베어링 부가 고착되거나 이상음이 발생할 수 있습니다.
전방 충돌방지 보조(FCA) 시스템의 기본 기능은 무엇인가요?,"전방 충돌방지 보조(FCA) 시스템의 기본 기능은 전방 차량, 보행자 및 자전거 탑승자를 인식하여 전방 충돌 위험이 판단되면 경고문 표시와 경고음 등으로 운전자에게 알려주고, 충돌하지 않도록 제동을 도와주는 것입니다."
전방 충돌방지 보조 시스템의 경고 시점을 변경하려면 어떤 메뉴를 통해 설정할 수 있나요?,전방 충돌방지 보조 시스템의 경고 시점을 변경하려면 시동 'ON' 상태에서 설정 메뉴의 운전자 보조 → 경고 시점을 선택하면 됩니다.
전방 충돌방지 보조 시스템이 작동하는 속도 범위는 전방 차량과 보행자 및 자전거 탑승자에 대해 각각 어떻게 다른가요?,"전방 차량에 대해서는 자차의 속도가 약 10~200 km/h인 경우 작동하며, 전방 보행자 및 자전거 탑승자에 대해서는 자차의 속도가 약 10~65 km/h인 경우 작동합니다."
경고 음량을 0 또는 끄기로 설정해도 경고음이 완전히 꺼지지 않는 이유는 무엇인가요?,경고 음량을 0 또는 끄기로 설정해도 경고음이 완전히 꺼지지 않는 이유는 경고음이 1 또는 작게로 설정했을 때의 음량으로 울리기 때문입니다.
전방 충돌방지 보조 기능이 작동하지 않을 수 있는 상황은 무엇인가요?,"전방 충돌방지 보조 기능이 작동하지 않을 수 있는 상황은 도로 조건 및 주위 환경에 따라 기능이 해제되거나 작동하지 않거나 불필요하게 작동할 수 있으며, 시동을 건 직후 인식 센서가 오염된 경우 또는 차량 주변에 물체가 존재하지 않는 경우입니다."
전방 충돌방지 보조가 제대로 작동하지 않을 수 있는 상황은 어떤 경우인가요?,"전방 충돌방지 보조가 제대로 작동하지 않을 수 있는 상황은 인식 센서 또는 주변부가 오염되거나 파손될 경우, 외부 환경에 의해 전방 카메라 주위 온도가 높거나 낮을 경우입니다."
커브 길에서 전방 충돌방지 보조의 성능이 저하될 수 있는 이유는 무엇인가요?,"커브 길에서는 전방에 있는 차량, 보행자 및 자전거 탑승자를 인식하지 못해 전방 충돌방지 보조의 성능이 저하되어 경고, 제동을 도와주지 않을 수 있습니다."
"차량이 정지한 상태에서 바로 앞에 있는 차량이 옆 차로로 빠져 나가는 경우, 같은 차로에 있는 앞 차량을 인지하지 못하여 발생할 수 있는 위험은 무엇인가요?","차량이 정지한 상태에서 바로 앞에 있는 차량이 옆 차로로 빠져 나가는 경우, 같은 차로에 있는 앞 차량을 인지하지 못하여 충돌 위험이 있을 수 있습니다."
차로 이탈방지 보조 기능을 켜고 끄는 방법은 무엇인가요?,차로 이탈방지 보조 기능을 켜려면 시동이 'ON' 상태에서 차로 주행 보조 버튼을 길게 누르면 됩니다. 기능을 끄려면 차로 이탈방지 보조가 켜진 상태에서 차로 주행 보조 버튼을 길게 누르면 됩니다.
차로 이탈방지 보조 시스템이 제대로 작동하지 않을 수 있는 상황은 어떤 경우인가요?,"차로 이탈방지 보조 시스템이 제대로 작동하지 않을 수 있는 상황은 차로가 오염되거나 불명확한 경우, 비, 눈, 먼지, 모래, 기름, 물웅덩이 등 이물질로 차로가 잘 보이지 않는 경우, 도로 조건 및 주위 환경에 따라 차선 인식이 잘 되지 않는 경우 등입니다."
후측방 충돌방지 보조 기능을 설정하는 방법은 무엇인가요?,후측방 충돌방지 보조 기능을 설정하려면 시동 'ON' 상태에서 설정 메뉴의 운전자 보조 → 후측방 안전에서 각 기능의 사용 여부를 선택할 수 있습니다.
후측방 충돌방지 보조 기능이 작동하는 조건은 무엇인가요?,후측방 충돌방지 보조 기능이 작동하는 조건은 자차 속도가 20 km/h 이상이고 후측방 차량 속도가 10 km/h 이상일 때입니다.
후측방 충돌방지 보조가 정상적으로 작동하지 않을 수 있는 상황은 어떤 경우인가요?,"후측방 충돌방지 보조가 정상적으로 작동하지 않을 수 있는 상황은 시동을 건 직후 인식 센서가 오염될 경우, 차량 주변에 물체가 존재하지 않을 경우, 상대 차량의 속도가 매우 빨라서 짧은 시간에 자차를 추월하여 지나갈 경우 등입니다."
안전 하차 경고(SEW)를 설정하려면 어떤 메뉴를 통해 접근해야 하나요?,시동 ‘ON’ 상태에서 설정 메뉴의 운전자 보조 → 후측방 안전 → 안전 하차 경고를 선택하면 안전 하차 경고가 켜집니다.
안전 하차 경고 기능이 일시적으로 작동하지 않을 수 있는 상황은 무엇인가요?,"후측방 레이더 또는 뒷범퍼 주변에 눈, 비 등의 이물질이 묻거나, 트레일러, 캐리어 및 기타 장비를 거치할 경우 인식 성능이 저하되어 안전 하차 경고가 일시적으로 제한되거나 작동되지 않을 수 있습니다."
